drugId,drugName,drugType
CHEMBL5083143,CHEMBL5083143,Unknown
CHEMBL509485,CHEMBL509485,Small molecule
CHEMBL5095345,TYROSINASE,Enzyme
CHEMBL5095361,MELANOMA-ASSOCIATED ANTIGEN 3,Unknown
CHEMBL516206,CHEMBL516206,Small molecule
CHEMBL570537,CHEMBL570537,Small molecule
CHEMBL592445,GEDATOLISIB,Small molecule
CHEMBL74078,CHEMBL74078,Small molecule
CHEMBL103,PROGESTERONE,Small molecule
CHEMBL1087630,OXIBENDAZOLE,Small molecule
CHEMBL1097902,CHEMBL1097902,Small molecule
CHEMBL1178786,CHEMBL1178786,Small molecule
CHEMBL1182210,BENZETHONIUM,Small molecule
CHEMBL1183349,ISAVUCONAZONIUM,Small molecule
CHEMBL1189432,OLOPATADINE,Small molecule
CHEMBL1200527,ATRACURIUM BESYLATE,Small molecule
CHEMBL1200775,LEUPROLIDE ACETATE,Protein
CHEMBL1200975,CLOCORTOLONE PIVALATE,Small molecule
CHEMBL1201043,CEPHAPIRIN SODIUM,Small molecule
CHEMBL1201655,INSULIN SUSP ISOPHANE PURIFIED BEEF,Protein
CHEMBL1229656,DEXTROCARNITINE,Small molecule
CHEMBL1231649,CARBOMYCIN A,Small molecule
CHEMBL1236544,CHEMBL1236544,Small molecule
CHEMBL123978,3-Methoxy-Benzamide,Small molecule
CHEMBL1240772,GLP-1,Protein
CHEMBL1255,FORMALDEHYDE,Small molecule
CHEMBL146624,MITOGLITAZONE,Small molecule
CHEMBL146972,PHOSPHORYLETHANOLAMINE,Small molecule
CHEMBL147792,CARPROPAMIDE,Small molecule
CHEMBL1607480,OXYTETRACYCLINE HYDROCHLORIDE,Small molecule
CHEMBL1697762,NICERITROL,Small molecule
CHEMBL171148,CHEMBL171148,Small molecule
CHEMBL18116,TOLOXATONE,Small molecule
CHEMBL1822495,CHEMBL1822495,Small molecule
CHEMBL186,CEFEPIME,Small molecule
CHEMBL198743,CHEMBL198743,Small molecule
CHEMBL2105717,CABOZANTINIB,Small molecule
CHEMBL2106530,NIFURZIDE,Small molecule
CHEMBL2108713,IODINE I 124 GIRENTUXIMAB,Antibody
CHEMBL2108792,TIFACOGIN,Protein
CHEMBL2109514,PTI-6D2,Antibody
CHEMBL2110732,DACOMITINIB,Small molecule
CHEMBL2110788,BENZILONIUM,Small molecule
CHEMBL217464,CHEMBL217464,Small molecule
CHEMBL2219418,NALOXEGOL,Small molecule
CHEMBL23254,PURVALANOL B,Small molecule
CHEMBL241304,CHEMBL241304,Small molecule
CHEMBL2417572,CHEMBL2417572,Small molecule
CHEMBL2431901,CHEMBL2431901,Small molecule
CHEMBL271512,CHEMBL271512,Small molecule
CHEMBL296419,ASTEMIZOLE,Small molecule
CHEMBL304087,MERIMEPODIB,Small molecule
CHEMBL305906,CETYLPYRIDINIUM,Small molecule
CHEMBL3087515,MAVOGLURANT,Small molecule
CHEMBL3137348,SENREBOTASE,Enzyme
CHEMBL314854,FINGOLIMOD,Small molecule
CHEMBL3305317,CHEMBL3305317,Small molecule
CHEMBL35306,NIKKOMYCIN,Small molecule
CHEMBL3545262,SACITUZUMAB GOVITECAN,Antibody
CHEMBL3589039,CHEMBL3589039,Small molecule
CHEMBL3597971,SELTOREXANT,Small molecule
CHEMBL3707216,4-DIMETHYLAMINOPHENOL,Small molecule
CHEMBL373028,CHEMBL373028,Small molecule
CHEMBL377175,CHEMBL377175,Small molecule
CHEMBL404630,CHEMBL404630,Small molecule
CHEMBL4082941,CHEMBL4082941,Small molecule
CHEMBL4087758,CHEMBL4087758,Small molecule
CHEMBL410834,CHEMBL410834,Small molecule
CHEMBL425148,MATAIRESINOL,Small molecule
CHEMBL4297518,MIRODENAFIL,Small molecule
CHEMBL4297905,OSOCIMAB,Antibody
CHEMBL438139,ROCAGLAMIDE,Small molecule
CHEMBL446143,ORNITHINE,Small molecule
CHEMBL4594230,LIPEGFILGRASTIM,Protein
CHEMBL4594287,ENSIFENTRINE,Small molecule
CHEMBL4594499,SIG12D LODER,Unknown
CHEMBL4650470,EFPEGLENATIDE,Protein
CHEMBL469,KETOROLAC,Small molecule
CHEMBL486226,BMS-707035,Small molecule
CHEMBL505,CHLORPHENIRAMINE,Small molecule
CHEMBL5095269,CA-170,Unknown
CHEMBL570298,CHEMBL570298,Small molecule
CHEMBL583,GREPAFLOXACIN,Small molecule
CHEMBL590104,CHEMBL590104,Small molecule
CHEMBL593,DELAVIRDINE,Small molecule
CHEMBL612137,CHEMBL612137,Small molecule
CHEMBL61479,SIRAMESINE,Small molecule
CHEMBL62382,METHYLSELENOCYSTEINE,Small molecule
CHEMBL63857,PHENOLPHTHALEIN,Small molecule
CHEMBL68828,CHEMBL68828,Small molecule
CHEMBL761,NAPHAZOLINE,Small molecule
CHEMBL878,METOLAZONE,Small molecule
CHEMBL969,PRAZEPAM,Small molecule
CHEMBL1078666,CHEMBL1078666,Small molecule
CHEMBL1099298,CHEMBL1099298,Small molecule
CHEMBL116597,CHEMBL116597,Small molecule
CHEMBL119385,NEFLAMAPIMOD,Small molecule
CHEMBL1200558,BACITRACIN,Protein
CHEMBL1200727,RUBIDIUM CHLORIDE RB 82,Small molecule
CHEMBL1200758,AMPICILLIN SODIUM,Small molecule
CHEMBL1200848,HYDROXYPROGESTERONE CAPROATE,Small molecule
CHEMBL1201421,PEGAPTANIB SODIUM,Unknown
CHEMBL1201865,VELAGLUCERASE ALFA,Enzyme
CHEMBL122264,NU-6094,Small molecule
CHEMBL1232589,METHYLETHYLAMINE,Small molecule
CHEMBL1235132,CHEMBL1235132,Small molecule
CHEMBL1252,ABARELIX,Protein
CHEMBL135889,CHEMBL135889,Small molecule
CHEMBL1372950,NICERGOLINE,Small molecule
CHEMBL1466172,METRONIDAZOLE BENZOATE,Small molecule
CHEMBL1502,PANTOPRAZOLE,Small molecule
CHEMBL1625607,MEBHYDROLIN,Small molecule
CHEMBL1631540,GSK163090,Small molecule
CHEMBL1673408,DELPAZOLID,Small molecule
CHEMBL1743015,ETROLIZUMAB,Antibody
CHEMBL1807477,CHEMBL1807477,Small molecule
CHEMBL1819267,CHEMBL1819267,Small molecule
CHEMBL1819275,CHEMBL1819275,Small molecule
CHEMBL1851943,PRACINOSTAT,Small molecule
CHEMBL185586,CHEMBL185586,Small molecule
CHEMBL1885178,CHEMBL1885178,Small molecule
CHEMBL1889140,ROPIVACAINE HYDROCHLORIDE,Small molecule
CHEMBL190279,ALFAXALONE,Small molecule
CHEMBL1911882,KD7040,Small molecule
CHEMBL198178,CHEMBL198178,Small molecule
CHEMBL2106317,IOBENZAMIC ACID,Small molecule
CHEMBL2108296,AGANIRSEN,Oligonucleotide
CHEMBL2108952,DEXTRAN SULFATE SODIUM,Oligosaccharide
CHEMBL2109314,GS-CDA1,Antibody
CHEMBL212345,CHEMBL212345,Small molecule
CHEMBL2136920,CHEMBL2136920,Small molecule
CHEMBL217092,SARACATINIB,Small molecule
CHEMBL217894,DECYLUBIQUINONE,Small molecule
CHEMBL220050,GW813893,Small molecule
CHEMBL227744,N (g)-NITRO-L-ARGININE,Small molecule
CHEMBL2356648,GUSPERIMUS TRIHYDROCHLORIDE,Small molecule
CHEMBL253371,ALVERINE,Small molecule
CHEMBL26717,SK&F-29661,Small molecule
CHEMBL282093,SC-58236,Small molecule
CHEMBL290364,CGP-49823,Small molecule
CHEMBL298826,(-)-EPIBATIDINE,Small molecule
CHEMBL3039558,ETIRINOTECAN PEGOL,Small molecule
CHEMBL30816,DICHLOROISOPROTERENOL,Small molecule
CHEMBL3182621,AZD-8330,Small molecule
CHEMBL31891,BRODIMOPRIM,Small molecule
CHEMBL3236081,CHEMBL3236081,Small molecule
CHEMBL3260505,MBX-2982,Small molecule
CHEMBL329123,ETALOCIB,Small molecule
CHEMBL3360531,CHEMBL3360531,Small molecule
CHEMBL3526802,RRX-001,Small molecule
CHEMBL3544943,BMS-863233,Small molecule
CHEMBL3545384,SB-85635,Small molecule
CHEMBL3559672,RAUWOLFIA SERPENTINA,Small molecule
CHEMBL361054,CHEMBL361054,Small molecule
CHEMBL3621969,FIPAXALPARANT,Small molecule
CHEMBL3823426,CHEMBL3823426,Small molecule
CHEMBL400431,CHEMBL400431,Small molecule
CHEMBL405110,METHYLTHIONINIUM CHLORIDE,Small molecule
CHEMBL4087636,CHEMBL4087636,Small molecule
CHEMBL4094440,BMS-919373,Small molecule
CHEMBL410968,CHEMBL410968,Unknown
CHEMBL419505,CHEMBL419505,Small molecule
CHEMBL420910,CHEMBL420910,Small molecule
CHEMBL4227736,TOLUDESVENLAFAXINE,Small molecule
CHEMBL4287422,CHEMBL4287422,Small molecule
CHEMBL4297166,TEICOPLANIN,Unknown
CHEMBL4297203,DUTOGLIPTIN TARTRATE,Small molecule
CHEMBL4297273,CPP-115,Small molecule
CHEMBL4297332,UT-231B,Small molecule
CHEMBL4297343,ABTL-0812,Small molecule
CHEMBL4297548,FIMASARTAN POTASSIUM TRIHYDRATE,Unknown
CHEMBL4297952,FB-825,Unknown
CHEMBL4297975,RECOMBINANT VARICELLA ZOSTER VIRUS (VZV) GLYCOPROTEIN E,Unknown
CHEMBL4475463,AMCENESTRANT,Small molecule
CHEMBL450449,TRABECTEDIN,Small molecule
CHEMBL4650323,TOLEBRUTINIB,Small molecule
CHEMBL483790,CHEMBL483790,Small molecule
CHEMBL5094158,CHEMBL5094158,Unknown
CHEMBL556937,3-Hydroxyglutarate,Small molecule
CHEMBL57,NEVIRAPINE,Small molecule
CHEMBL577736,TYROTHRICIN,Protein
CHEMBL605846,OLODATEROL,Small molecule
CHEMBL77921,MEDETOMIDINE,Small molecule
CHEMBL84617,TREFENTANIL,Small molecule
CHEMBL863,CYSTEINE,Small molecule
CHEMBL94657,PATUPILONE,Small molecule
CHEMBL986,RETINOL,Small molecule
CHEMBL1095475,CHEMBL1095475,Small molecule
CHEMBL112302,SODIUM SELENITE,Small molecule
CHEMBL1161861,"Adenosine 2',5'-Diphosphate",Small molecule
CHEMBL1173328,3-Methylcatechol,Small molecule
CHEMBL1200400,AZATHIOPRINE SODIUM,Small molecule
CHEMBL1200850,GANCICLOVIR SODIUM,Small molecule
CHEMBL1200966,SODIUM AMINOSALICYLATE,Small molecule
CHEMBL1201051,CIMETIDINE HYDROCHLORIDE,Small molecule
CHEMBL1201245,BROMODIPHENHYDRAMINE,Small molecule
CHEMBL1201775,SAPROPTERIN DIHYDROCHLORIDE,Small molecule
CHEMBL1235810,CHEMBL1235810,Small molecule
CHEMBL126,LINEZOLID,Small molecule
CHEMBL127300,HEXOBENDINE,Small molecule
CHEMBL1522313,CHEMBL1522313,Small molecule
CHEMBL1523964,EPHEDRINE SULFATE,Small molecule
CHEMBL172155,CHEMBL172155,Small molecule
CHEMBL1730601,GIMERACIL,Small molecule
CHEMBL176459,CHEMBL176459,Small molecule
CHEMBL180389,CHEMBL180389,Small molecule
CHEMBL185114,CHEMBL185114,Small molecule
CHEMBL187927,DIANICLINE,Small molecule
CHEMBL204792,CHEMBL204792,Small molecule
CHEMBL2096635,UREA C 14,Small molecule
CHEMBL2104282,IMOLAMINE,Small molecule
CHEMBL2105534,ZOLIMIDINE,Small molecule
CHEMBL2105705,LUNACALCIPOL,Small molecule
CHEMBL2106186,FENQUIZONE,Small molecule
CHEMBL2108327,LANCOVUTIDE,Protein
CHEMBL2108674,RAMATERCEPT,Protein
CHEMBL2108968,"INSULIN [INJECTION], BIPHASIC",Protein
CHEMBL2109391,MDX-447,Antibody
CHEMBL2109446,KD-247,Antibody
CHEMBL2109530,ASK-8007,Antibody
CHEMBL2109559,J591 177LU,Antibody
CHEMBL2179529,AZD1446,Small molecule
CHEMBL220360,TARANABANT,Small molecule
CHEMBL226403,CHEMBL226403,Small molecule
CHEMBL239507,CHEMBL239507,Small molecule
CHEMBL254219,DIGITOXIN,Small molecule
CHEMBL254468,FLUCICLOVINE F18,Small molecule
CHEMBL260585,CHEMBL260585,Small molecule
CHEMBL298827,(S)-THIORPHAN,Small molecule
CHEMBL301327,LEVORMELOXIFENE,Small molecule
CHEMBL3039566,SUCROFERRIC OXYHYDROXIDE,Unknown
CHEMBL31344,CHEMBL31344,Small molecule
CHEMBL3309965,CHEMBL3309965,Small molecule
CHEMBL3356006,CHEMBL3356006,Small molecule
CHEMBL3545181,TIOTROPIUM BROMIDE,Small molecule
CHEMBL3545247,CAL-263,Small molecule
CHEMBL3545291,JNJ-39393406,Small molecule
CHEMBL366868,CHEMBL366868,Small molecule
CHEMBL3770173,CHEMBL3770173,Small molecule
CHEMBL3785909,CHEMBL3785909,Small molecule
CHEMBL3970748,CHEMBL3970748,Small molecule
CHEMBL397990,CHEMBL397990,Small molecule
CHEMBL3989922,NIRAPARIB TOSYLATE,Small molecule
CHEMBL4078721,CHEMBL4078721,Small molecule
CHEMBL4084907,BIMIRALISIB,Small molecule
CHEMBL416230,DECOQUINATE,Small molecule
CHEMBL4225923,CHEMBL4225923,Small molecule
CHEMBL4239931,CHEMBL4239931,Small molecule
CHEMBL426926,ARBEKACIN,Small molecule
CHEMBL4297397,QUERCETIN-3'-O-PHOSPHATE,Small molecule
CHEMBL4297589,SELATOGREL,Small molecule
CHEMBL4297637,ZURETINOL ACETATE,Small molecule
CHEMBL4297871,CAMIDANLUMAB TESIRINE,Antibody
CHEMBL43452,POMALIDOMIDE,Small molecule
CHEMBL4445645,CHEMBL4445645,Unknown
CHEMBL4594331,DAZODALIBEP,Protein
CHEMBL4594504,TCN-202,Unknown
CHEMBL47590,CHEMBL47590,Small molecule
CHEMBL490866,CHEMBL490866,Small molecule
CHEMBL493496,CHEMBL493496,Small molecule
CHEMBL5095187,LINAPRAZAN GLURATE,Small molecule
CHEMBL601023,CHEMBL601023,Small molecule
CHEMBL64391,ITRACONAZOLE,Small molecule
CHEMBL666,FOSCARNET,Small molecule
CHEMBL686,MEFENAMIC ACID,Small molecule
CHEMBL92636,CHEMBL92636,Small molecule
CHEMBL1076544,BOSCALID,Small molecule
CHEMBL1097942,CHEMBL1097942,Small molecule
CHEMBL1110,ALOSETRON,Small molecule
CHEMBL116736,FORMIC ACID,Small molecule
CHEMBL1194325,ACLIDINIUM,Small molecule
CHEMBL1201186,BISMUTH SUBCITRATE POTASSIUM,Small molecule
CHEMBL1201328,CARPHENAZINE,Small molecule
CHEMBL1213467,TETRAHYDROOXAZINE,Small molecule
CHEMBL121810,GANSTIGMINE,Small molecule
CHEMBL1230309,CHEMBL1230309,Small molecule
CHEMBL1236970,ZINC ION,Small molecule
CHEMBL125558,CHEMBL125558,Small molecule
CHEMBL1342,OXYBATE,Small molecule
CHEMBL1372,OXIGLUTATIONE,Small molecule
CHEMBL14245,BUTYL ALCOHOL,Small molecule
CHEMBL1492500,DOTHIEPIN,Small molecule
CHEMBL1743263,DIHYDROERGOCRYPTINE,Small molecule
CHEMBL1747,TOBRAMYCIN,Small molecule
CHEMBL1865135,TIMEPIDIUM,Small molecule
CHEMBL188442,CHEMBL188442,Small molecule
CHEMBL194126,CHEMBL194126,Small molecule
CHEMBL1950554,BINODENOSON,Small molecule
CHEMBL2008544,ETYMEMAZINE,Small molecule
CHEMBL2063445,CHEMBL2063445,Small molecule
CHEMBL2105053,DROXYPROPINE,Small molecule
CHEMBL2105212,MEBUTIZIDE,Small molecule
CHEMBL2105612,PROPICILLIN,Small molecule
CHEMBL2106650,MOSAPRAMINE,Small molecule
CHEMBL2106968,MESULFEN,Small molecule
CHEMBL2108030,EXBIVIRUMAB,Antibody
CHEMBL2109138,MOROLIMUMAB,Antibody
CHEMBL21156,CHEMBL21156,Small molecule
CHEMBL2146142,ENVIOMYCIN,Protein
CHEMBL2325429,SB-743921,Small molecule
CHEMBL233929,GALUTEOLIN,Small molecule
CHEMBL2442760,CHEMBL2442760,Small molecule
CHEMBL2443262,OLICERIDINE,Small molecule
CHEMBL29609,PLECONARIL,Small molecule
CHEMBL3087181,CHEMBL3087181,Small molecule
CHEMBL3087499,CHEMBL3087499,Small molecule
CHEMBL3301578,EMIBETUZUMAB,Antibody
CHEMBL333325,FOSRAVUCONAZOLE,Small molecule
CHEMBL333410,CHEMBL333410,Small molecule
CHEMBL3348861,AMPELOPSIN,Small molecule
CHEMBL3407862,CHEMBL3407862,Small molecule
CHEMBL3422081,CHEMBL3422081,Small molecule
CHEMBL3545327,TTP-607,Small molecule
CHEMBL362623,CHEMBL362623,Small molecule
CHEMBL362718,CHEMBL362718,Small molecule
CHEMBL3683575,MSC-2360844,Small molecule
CHEMBL3707397,MR-1817,Small molecule
CHEMBL382301,ATOSIBAN,Protein
CHEMBL3833406,PAPAVERETUM,Small molecule
CHEMBL391737,CHEMBL391737,Small molecule
CHEMBL3989547,ABAFUNGIN,Small molecule
CHEMBL3989603,FOZIVUDINE TIDOXIL,Small molecule
CHEMBL3989912,IBERDOMIDE HYDROCHLORIDE,Small molecule
CHEMBL3989941,TINOSTAMUSTINE,Small molecule
CHEMBL415,CLOMIPRAMINE,Small molecule
CHEMBL417675,PALMIDROL,Small molecule
CHEMBL419499,CHEMBL419499,Small molecule
CHEMBL424899,CHEMBL424899,Small molecule
CHEMBL4278670,CHEMBL4278670,Small molecule
CHEMBL429023,ROTENONE,Small molecule
CHEMBL4301914,CONTEZOLID ACEFOSAMIL,Small molecule
CHEMBL445699,CHEMBL445699,Small molecule
CHEMBL4594475,GLUCAGON-LIKE PEPTIDE 1,Protein
CHEMBL4650302,MPC-5971,Small molecule
CHEMBL473384,CHEMBL473384,Small molecule
CHEMBL480558,GSI-136,Small molecule
CHEMBL482811,U-50488 METHANE SULFONATE,Small molecule
CHEMBL483254,PANOBINOSTAT,Small molecule
CHEMBL488085,CHEMBL488085,Small molecule
CHEMBL506981,REMINERTANT,Small molecule
CHEMBL5084426,CHEMBL5084426,Unknown
CHEMBL516498,CHEMBL516498,Small molecule
CHEMBL527018,CHEMBL527018,Small molecule
CHEMBL54714,CHEMBL54714,Small molecule
CHEMBL570870,CHEMBL570870,Small molecule
CHEMBL607400,BRIVARACETAM,Small molecule
CHEMBL7568,QUINACRINE,Small molecule
CHEMBL77305,RUBITECAN,Small molecule
CHEMBL100622,HEXAMETHONIUM,Small molecule
CHEMBL1008,BEPRIDIL,Small molecule
CHEMBL113381,CHEMBL113381,Small molecule
CHEMBL119625,ZONAMPANEL,Small molecule
CHEMBL1200494,GUANFACINE HYDROCHLORIDE,Small molecule
CHEMBL1200538,BETAMETHASONE ACETATE,Small molecule
CHEMBL1201059,CHLOROGUANIDE HYDROCHLORIDE,Small molecule
CHEMBL1201119,LIOTHYRONINE SODIUM,Small molecule
CHEMBL1201540,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,Protein
CHEMBL1201624,BERACTANT,Unknown
CHEMBL1232088,CHEMBL1232088,Small molecule
CHEMBL1235112,CHEMBL1235112,Small molecule
CHEMBL1235818,CHEMBL1235818,Small molecule
CHEMBL1479,DANAZOL,Small molecule
CHEMBL1501,FLUOCINONIDE,Small molecule
CHEMBL170721,METHYLGLYOXAL,Small molecule
CHEMBL1743,CEFDITOREN,Small molecule
CHEMBL1761,PROCYCLIDINE HYDROCHLORIDE,Small molecule
CHEMBL1762621,BARDOXOLONE METHYL,Small molecule
CHEMBL2013174,VEDROPREVIR,Small molecule
CHEMBL2062257,BRIMONIDINE TARTRATE,Small molecule
CHEMBL2063435,CHEMBL2063435,Small molecule
CHEMBL209293,CHEMBL209293,Small molecule
CHEMBL2095211,LORCASERIN HYDROCHLORIDE,Small molecule
CHEMBL2107085,TOCLADESINE,Small molecule
CHEMBL2107549,BINDARIT,Small molecule
CHEMBL2108479,RANPIRNASE,Enzyme
CHEMBL2108638,RAXIBACUMAB,Antibody
CHEMBL2108677,PEGINTERFERON BETA-1A,Protein
CHEMBL2108924,CINNAMON,Unknown
CHEMBL2109095,ERLIZUMAB,Antibody
CHEMBL2110789,CYPRENORPHINE,Small molecule
CHEMBL2134724,IPRATROPIUM BROMIDE,Small molecule
CHEMBL2153707,CHEMBL2153707,Small molecule
CHEMBL2364633,SARECYCLINE HYDROCHLORIDE,Small molecule
CHEMBL2393176,CHEMBL2393176,Small molecule
CHEMBL242580,CICLOPIROX OLAMINE,Small molecule
CHEMBL251634,FLUOCORTOLONE,Small molecule
CHEMBL27006,L-733060,Small molecule
CHEMBL277577,CHEMBL277577,Small molecule
CHEMBL306226,BENZIMIDAZOLE,Small molecule
CHEMBL3234681,TEDALINAB,Small molecule
CHEMBL3236365,CHEMBL3236365,Small molecule
CHEMBL3237718,CHEMBL3237718,Small molecule
CHEMBL3301570,NECUPARANIB,Unknown
CHEMBL3408387,CHEMBL3408387,Small molecule
CHEMBL3409958,CHEMBL3409958,Small molecule
CHEMBL3422102,CHEMBL3422102,Small molecule
CHEMBL363847,CHEMBL363847,Small molecule
CHEMBL3673452,GZ-389988,Small molecule
CHEMBL371315,Gly-Pro-Glu,Protein
CHEMBL376180,AMINOPTERIN,Small molecule
CHEMBL3775875,CHEMBL3775875,Small molecule
CHEMBL4075278,CHEMBL4075278,Small molecule
CHEMBL4080228,PF-06821497,Small molecule
CHEMBL4297351,ATX-914,Small molecule
CHEMBL4298126,VON WILLEBRAND FACTOR HUMAN,Unknown
CHEMBL4298131,VIBECOTAMAB,Antibody
CHEMBL4298211,PEGCETACOPLAN,Protein
CHEMBL4299940,MITAPIVAT,Small molecule
CHEMBL454648,CHEMBL454648,Small molecule
CHEMBL4594452,2-HYDROXYOLEIC ACID,Small molecule
CHEMBL4594510,VRC07-523LS,Unknown
CHEMBL4650276,SHR3680,Small molecule
CHEMBL4650989,TALETRECTINIB,Small molecule
CHEMBL47386,EPIGALLOCATECHIN,Small molecule
CHEMBL5095342,PORUSTOBART,Unknown
CHEMBL520400,BAMIPINE,Small molecule
CHEMBL522157,CHEMBL522157,Small molecule
CHEMBL55264,CHEMBL55264,Small molecule
CHEMBL561132,MK-7246,Small molecule
CHEMBL590356,CHEMBL590356,Small molecule
CHEMBL87045,CIFENLINE,Small molecule
CHEMBL1078667,CHEMBL1078667,Small molecule
CHEMBL1086445,CROTONALDEHYDE,Small molecule
CHEMBL1091704,CHEMBL1091704,Small molecule
CHEMBL1093266,GSK2033,Small molecule
CHEMBL1094015,CHEMBL1094015,Small molecule
CHEMBL1095097,EPLERENONE,Small molecule
CHEMBL109612,CHEMBL109612,Small molecule
CHEMBL1180004,CHEMBL1180004,Small molecule
CHEMBL1200331,FOSFOMYCIN TROMETHAMINE,Small molecule
CHEMBL1200543,ANILERIDINE PHOSPHATE,Small molecule
CHEMBL1200853,DYDROGESTERONE,Small molecule
CHEMBL1200868,PHENYL AMINOSALICYLATE,Small molecule
CHEMBL1201096,KRYPTON KR 81M,Small molecule
CHEMBL1201115,ESMOLOL HYDROCHLORIDE,Small molecule
CHEMBL1201826,IDURSULFASE,Enzyme
CHEMBL121915,(S)-5-Iodowillardiine,Small molecule
CHEMBL1231248,THERACYS,Small molecule
CHEMBL1234088,CHEMBL1234088,Small molecule
CHEMBL1234293,CHEMBL1234293,Small molecule
CHEMBL1289926,AXITINIB,Small molecule
CHEMBL1371412,TIOXIDAZOLE,Small molecule
CHEMBL1399702,NEBULARINE,Small molecule
CHEMBL1451173,DIPYROCETYL,Small molecule
CHEMBL157604,CHEMBL157604,Small molecule
CHEMBL1616951,CANRENOATE,Small molecule
CHEMBL1650126,CHEMBL1650126,Small molecule
CHEMBL1668,RESCINNAMINE,Small molecule
CHEMBL1743026,GEVOKIZUMAB,Antibody
CHEMBL184618,FRAMYCETIN,Small molecule
CHEMBL1940178,CHEMBL1940178,Small molecule
CHEMBL200234,CHEMBL200234,Small molecule
CHEMBL2024517,CARIPRAZINE HYDROCHLORIDE,Small molecule
CHEMBL2043025,TMC-647055,Small molecule
CHEMBL2104678,AZINTAMIDE,Small molecule
CHEMBL2107546,BUCINDOLOL HYDROCHLORIDE,Small molecule
CHEMBL2108297,BUCELIPASE ALFA,Enzyme
CHEMBL2108616,LIBIVIRUMAB,Antibody
CHEMBL2108822,TYPHOID VACCINE,Unknown
CHEMBL2109478,DAPIROLIZUMAB PEGOL,Antibody
CHEMBL212141,CHEMBL212141,Small molecule
CHEMBL214502,CHEMBL214502,Small molecule
CHEMBL2165224,ANISODAMINE,Small molecule
CHEMBL2218885,VERTEPORFIN,Small molecule
CHEMBL221959,TOFACITINIB,Small molecule
CHEMBL2441437,CHEMBL2441437,Small molecule
CHEMBL249500,CHEMBL249500,Small molecule
CHEMBL251932,CHEMBL251932,Small molecule
CHEMBL293405,CHEMBL293405,Small molecule
CHEMBL294029,RAVUCONAZOLE,Small molecule
CHEMBL309282,CHEMBL309282,Small molecule
CHEMBL315985,ESLICARBAZEPINE,Small molecule
CHEMBL3182813,CHEMBL3182813,Small molecule
CHEMBL3186475,CHEMBL3186475,Small molecule
CHEMBL3186492,ONDANSETRON HYDROCHLORIDE,Small molecule
CHEMBL3219143,PF-04776548,Small molecule
CHEMBL3251336,CHEMBL3251336,Small molecule
CHEMBL3408381,CHEMBL3408381,Small molecule
CHEMBL351298,CHEMBL351298,Small molecule
CHEMBL3545013,APN1125,Small molecule
CHEMBL3581693,BRILANESTRANT,Small molecule
CHEMBL3609300,CHEMBL3609300,Small molecule
CHEMBL3609306,CHEMBL3609306,Small molecule
CHEMBL3623001,CHEMBL3623001,Small molecule
CHEMBL379300,A-443654,Small molecule
CHEMBL382102,CHEMBL382102,Small molecule
CHEMBL391640,CHEMBL391640,Small molecule
CHEMBL402629,CHEMBL402629,Small molecule
CHEMBL406388,CHEMBL406388,Small molecule
CHEMBL4071864,GSK2982772,Small molecule
CHEMBL4090083,CHEMBL4090083,Small molecule
CHEMBL4245221,CHEMBL4245221,Small molecule
CHEMBL427342,IMIDOCARB,Small molecule
CHEMBL4297337,ORM-13070 C-11,Small molecule
CHEMBL4297359,BIIB-028,Small molecule
CHEMBL4297393,KOSN-1724,Small molecule
CHEMBL4297468,KZR-616,Protein
CHEMBL4297739,DANVATIRSEN,Oligonucleotide
CHEMBL4303781,CHEMBL4303781,Small molecule
CHEMBL4483575,REMIBRUTINIB,Small molecule
CHEMBL4594260,TAZEMETOSTAT HYDROBROMIDE,Small molecule
CHEMBL4594340,POSOLEUCEL,Cell
CHEMBL4647810,ELIMUSERTIB,Small molecule
CHEMBL4650319,MOBOCERTINIB,Small molecule
CHEMBL4650475,IMM-0306,Unknown
CHEMBL469514,CHEMBL469514,Small molecule
CHEMBL471488,MB-07344,Small molecule
CHEMBL4802171,ENSOVIBEP,Protein
CHEMBL4802211,M-4076,Unknown
CHEMBL485,CODEINE,Small molecule
CHEMBL5095051,VENLAFAXINE BESYLATE,Small molecule
CHEMBL5095359,REOZALIMAB,Antibody
CHEMBL509924,DIFLUCORTOLONE,Small molecule
CHEMBL533,IBUTILIDE,Small molecule
CHEMBL548,DINOPROSTONE,Small molecule
CHEMBL588,FENOLDOPAM,Small molecule
CHEMBL605,PROCAINAMIDE HYDROCHLORIDE,Small molecule
CHEMBL61,PODOFILOX,Small molecule
CHEMBL654,MIRTAZAPINE,Small molecule
CHEMBL738,THIOPENTAL SODIUM,Small molecule
CHEMBL92086,CHEMBL92086,Small molecule
CHEMBL92404,CHEMBL92404,Small molecule
CHEMBL939,GEFITINIB,Small molecule
CHEMBL9514,NOCODAZOLE,Small molecule
CHEMBL102714,SB-216763,Small molecule
CHEMBL104943,MONOETHANOLAMINE,Small molecule
CHEMBL1078231,CHEMBL1078231,Small molecule
CHEMBL1091644,LINSITINIB,Small molecule
CHEMBL1094705,CHEMBL1094705,Small molecule
CHEMBL1192517,BIFEMELANE,Small molecule
CHEMBL1200522,AVOBENZONE,Small molecule
CHEMBL1200649,QUINUPRISTIN,Small molecule
CHEMBL1200798,TRAZODONE HYDROCHLORIDE,Small molecule
