targetId,targetLocation,targetLocationName,targetLocationCluster
ENSG00000104613,SL-0191,Nucleus,Nucleus
ENSG00000105287,SL-0191,Nucleus,Nucleus
ENSG00000105287,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000105287,SL-0086,Cytoplasm,Cytoplasm
ENSG00000105287,SL-0039,Cell membrane,Surface
ENSG00000105398,SL-0086,Cytoplasm,Cytoplasm
ENSG00000106479,SL-0191,Nucleus,Nucleus
ENSG00000106484,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000106636,SL-0086,Cytoplasm,Cytoplasm
ENSG00000106636,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
ENSG00000106636,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000107187,SL-0191,Nucleus,Nucleus
ENSG00000110063,SL-0191,Nucleus,Nucleus
ENSG00000110063,SL-0086,Cytoplasm,Cytoplasm
ENSG00000110324,SL-0086,Cytoplasm,Cytoplasm
ENSG00000110324,SL-0039,Cell membrane,Surface
ENSG00000110925,SL-0191,Nucleus,Nucleus
ENSG00000116285,SL-0086,Cytoplasm,Cytoplasm
ENSG00000116285,SL-0039,Cell membrane,Surface
ENSG00000117215,SL-0243,Secreted,Secreted
ENSG00000118514,SL-0086,Cytoplasm,Cytoplasm
ENSG00000119537,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000120738,SL-0191,Nucleus,Nucleus
ENSG00000120738,SL-0086,Cytoplasm,Cytoplasm
ENSG00000124103,SL-0179,Nucleus inner membrane,Nucleus
ENSG00000131269,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000132016,SL-0468,Chromosome,Nucleus
ENSG00000132467,SL-0191,Nucleus,Nucleus
ENSG00000132640,SL-0191,Nucleus,Nucleus
ENSG00000132640,SL-0086,Cytoplasm,Cytoplasm
ENSG00000134962,SL-0039,Cell membrane,Surface
ENSG00000135063,SL-0093,Early endosome membrane,Cytoplasm
ENSG00000135063,SL-0231,Recycling endosome membrane,Cytoplasm
ENSG00000135451,SL-0086,Cytoplasm,Cytoplasm
ENSG00000136003,SL-0173,Mitochondrion,Cytoplasm
ENSG00000136003,SL-0191,Nucleus,Nucleus
ENSG00000136003,SL-0086,Cytoplasm,Cytoplasm
ENSG00000136111,SL-0086,Cytoplasm,Cytoplasm
ENSG00000137033,SL-0191,Nucleus,Nucleus
ENSG00000137033,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000137033,SL-0468,Chromosome,Nucleus
ENSG00000137033,SL-0243,Secreted,Secreted
ENSG00000137675,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000139737,SL-0086,Cytoplasm,Cytoplasm
ENSG00000140612,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000140955,SL-0191,Nucleus,Nucleus
ENSG00000140955,SL-0086,Cytoplasm,Cytoplasm
ENSG00000142910,SL-0243,Secreted,Secreted
ENSG00000144369,SL-0281,Cytoplasmic granule,Cytoplasm
ENSG00000145592,SL-0086,Cytoplasm,Cytoplasm
ENSG00000145826,SL-0086,Cytoplasm,Cytoplasm
ENSG00000145826,SL-0243,Secreted,Secreted
ENSG00000147059,SL-0191,Nucleus,Nucleus
ENSG00000156381,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000156381,SL-0086,Cytoplasm,Cytoplasm
ENSG00000163106,SL-0086,Cytoplasm,Cytoplasm
ENSG00000163218,SL-0243,Secreted,Secreted
ENSG00000163803,SL-0015,Apical cell membrane,Surface
ENSG00000164897,SL-0162,Membrane,Cytoplasm
ENSG00000164897,SL-0086,Cytoplasm,Cytoplasm
ENSG00000164897,SL-0191,Nucleus,Nucleus
ENSG00000164897,SL-0232,Recycling endosome,Cytoplasm
ENSG00000164897,SL-0219,Postsynaptic cell membrane,Surface
ENSG00000165917,SL-0219,Postsynaptic cell membrane,Surface
ENSG00000165917,SL-0086,Cytoplasm,Cytoplasm
ENSG00000165917,SL-0039,Cell membrane,Surface
ENSG00000167703,SL-0026,Basolateral cell membrane,Surface
ENSG00000167703,SL-0039,Cell membrane,Surface
ENSG00000167874,SL-0039,Cell membrane,Surface
ENSG00000168763,SL-0039,Cell membrane,Surface
ENSG00000169393,SL-0243,Secreted,Secreted
ENSG00000170242,SL-0086,Cytoplasm,Cytoplasm
ENSG00000170289,SL-0162,Membrane,Cytoplasm
ENSG00000171962,SL-0280,Cell projection,Cytoplasm
ENSG00000171962,SL-0086,Cytoplasm,Cytoplasm
ENSG00000173200,SL-0191,Nucleus,Nucleus
ENSG00000173610,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000173610,SL-0162,Membrane,Cytoplasm
ENSG00000176396,SL-0191,Nucleus,Nucleus
ENSG00000178053,SL-0191,Nucleus,Nucleus
ENSG00000178053,SL-0280,Cell projection,Cytoplasm
ENSG00000178053,SL-0086,Cytoplasm,Cytoplasm
ENSG00000178104,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000178104,SL-0086,Cytoplasm,Cytoplasm
ENSG00000179632,SL-0191,Nucleus,Nucleus
ENSG00000179632,SL-0086,Cytoplasm,Cytoplasm
ENSG00000180988,SL-0039,Cell membrane,Surface
ENSG00000181218,SL-0191,Nucleus,Nucleus
ENSG00000181218,SL-0468,Chromosome,Nucleus
ENSG00000182512,SL-0170,Mitochondrion matrix,Cytoplasm
ENSG00000186469,SL-0039,Cell membrane,Surface
ENSG00000196341,SL-0039,Cell membrane,Surface
ENSG00000196562,SL-0310,Cell surface,Surface
ENSG00000196562,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000196562,SL-0243,Secreted,Secreted
ENSG00000196562,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000196642,SL-0191,Nucleus,Nucleus
ENSG00000196642,SL-0086,Cytoplasm,Cytoplasm
ENSG00000196659,SL-0280,Cell projection,Cytoplasm
ENSG00000197062,SL-0191,Nucleus,Nucleus
ENSG00000197769,SL-0147,Endomembrane system,Cytoplasm
ENSG00000197769,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000197769,SL-0086,Cytoplasm,Cytoplasm
ENSG00000198948,SL-0191,Nucleus,Nucleus
ENSG00000198948,SL-0039,Cell membrane,Surface
ENSG00000203666,SL-0086,Cytoplasm,Cytoplasm
ENSG00000204361,SL-0162,Membrane,Cytoplasm
ENSG00000211967,SL-0243,Secreted,Secreted
ENSG00000211967,SL-0039,Cell membrane,Surface
ENSG00000213626,SL-0191,Nucleus,Nucleus
ENSG00000213626,SL-0086,Cytoplasm,Cytoplasm
ENSG00000215474,SL-0191,Nucleus,Nucleus
ENSG00000215474,SL-0086,Cytoplasm,Cytoplasm
ENSG00000221888,SL-0039,Cell membrane,Surface
ENSG00000223638,SL-0191,Nucleus,Nucleus
ENSG00000223638,SL-0086,Cytoplasm,Cytoplasm
ENSG00000225805,SL-0243,Secreted,Secreted
ENSG00000240184,SL-0039,Cell membrane,Surface
ENSG00000241244,SL-0243,Secreted,Secreted
ENSG00000241244,SL-0039,Cell membrane,Surface
ENSG00000242389,SL-0191,Nucleus,Nucleus
ENSG00000250423,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000258083,SL-0039,Cell membrane,Surface
ENSG00000002586,SL-0162,Membrane,Cytoplasm
ENSG00000015479,SL-0181,Nucleus matrix,Nucleus
ENSG00000037280,SL-0191,Nucleus,Nucleus
ENSG00000037280,SL-0243,Secreted,Secreted
ENSG00000037280,SL-0086,Cytoplasm,Cytoplasm
ENSG00000037280,SL-0039,Cell membrane,Surface
ENSG00000038427,SL-0280,Cell projection,Cytoplasm
ENSG00000038427,SL-0243,Secreted,Secreted
ENSG00000073050,SL-0191,Nucleus,Nucleus
ENSG00000073050,SL-0468,Chromosome,Nucleus
ENSG00000076864,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000078114,SL-0086,Cytoplasm,Cytoplasm
ENSG00000085552,SL-0039,Cell membrane,Surface
ENSG00000089685,SL-0191,Nucleus,Nucleus
ENSG00000089685,SL-0468,Chromosome,Nucleus
ENSG00000089685,SL-0086,Cytoplasm,Cytoplasm
ENSG00000089685,SL-0469,Midbody,Cytoplasm
ENSG00000100372,SL-0086,Cytoplasm,Cytoplasm
ENSG00000100372,SL-0203,Peroxisome membrane,Cytoplasm
ENSG00000100593,SL-0243,Secreted,Secreted
ENSG00000101489,SL-0191,Nucleus,Nucleus
ENSG00000101489,SL-0086,Cytoplasm,Cytoplasm
ENSG00000101493,SL-0191,Nucleus,Nucleus
ENSG00000102021,SL-0191,Nucleus,Nucleus
ENSG00000102021,SL-0086,Cytoplasm,Cytoplasm
ENSG00000104687,SL-0173,Mitochondrion,Cytoplasm
ENSG00000104687,SL-0086,Cytoplasm,Cytoplasm
ENSG00000105519,SL-0086,Cytoplasm,Cytoplasm
ENSG00000107282,SL-0191,Nucleus,Nucleus
ENSG00000107282,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000107282,SL-0086,Cytoplasm,Cytoplasm
ENSG00000107951,SL-0173,Mitochondrion,Cytoplasm
ENSG00000107951,SL-0086,Cytoplasm,Cytoplasm
ENSG00000111716,SL-0086,Cytoplasm,Cytoplasm
ENSG00000111716,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000119650,SL-0280,Cell projection,Cytoplasm
ENSG00000119650,SL-0086,Cytoplasm,Cytoplasm
ENSG00000119899,SL-0026,Basolateral cell membrane,Surface
ENSG00000119899,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000119899,SL-0157,Lysosome membrane,Cytoplasm
ENSG00000122386,SL-0191,Nucleus,Nucleus
ENSG00000128422,SL-0086,Cytoplasm,Cytoplasm
ENSG00000128708,SL-0173,Mitochondrion,Cytoplasm
ENSG00000128708,SL-0181,Nucleus matrix,Nucleus
ENSG00000128708,SL-0086,Cytoplasm,Cytoplasm
ENSG00000128708,SL-0191,Nucleus,Nucleus
ENSG00000131849,SL-0191,Nucleus,Nucleus
ENSG00000133393,SL-0280,Cell projection,Cytoplasm
ENSG00000133393,SL-0281,Cytoplasmic granule,Cytoplasm
ENSG00000133393,SL-0086,Cytoplasm,Cytoplasm
ENSG00000136100,SL-0086,Cytoplasm,Cytoplasm
ENSG00000136100,SL-0101,Endosome,Cytoplasm
ENSG00000136100,SL-0152,Late endosome,Cytoplasm
ENSG00000136378,SL-0243,Secreted,Secreted
ENSG00000136490,SL-0191,Nucleus,Nucleus
ENSG00000136490,SL-0086,Cytoplasm,Cytoplasm
ENSG00000137285,SL-0086,Cytoplasm,Cytoplasm
ENSG00000137486,SL-0280,Cell projection,Cytoplasm
ENSG00000137486,SL-0039,Cell membrane,Surface
ENSG00000137486,SL-0162,Membrane,Cytoplasm
ENSG00000137486,SL-0086,Cytoplasm,Cytoplasm
ENSG00000137486,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000137486,SL-0191,Nucleus,Nucleus
ENSG00000138080,SL-0243,Secreted,Secreted
ENSG00000138758,SL-0258,Synapse,Cytoplasm
ENSG00000138758,SL-0086,Cytoplasm,Cytoplasm
ENSG00000138758,SL-0280,Cell projection,Cytoplasm
ENSG00000139289,SL-0191,Nucleus,Nucleus
ENSG00000139289,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000139289,SL-0086,Cytoplasm,Cytoplasm
ENSG00000140285,SL-0243,Secreted,Secreted
ENSG00000142002,SL-0191,Nucleus,Nucleus
ENSG00000142002,SL-0086,Cytoplasm,Cytoplasm
ENSG00000143369,SL-0243,Secreted,Secreted
ENSG00000143971,SL-0191,Nucleus,Nucleus
ENSG00000144848,SL-0086,Cytoplasm,Cytoplasm
ENSG00000146469,SL-0243,Secreted,Secreted
ENSG00000148842,SL-0039,Cell membrane,Surface
ENSG00000150760,SL-0086,Cytoplasm,Cytoplasm
ENSG00000152092,SL-0197,Perikaryon,Cytoplasm
ENSG00000152092,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000152092,SL-0101,Endosome,Cytoplasm
ENSG00000152092,SL-0039,Cell membrane,Surface
ENSG00000152266,SL-0243,Secreted,Secreted
ENSG00000160401,SL-0086,Cytoplasm,Cytoplasm
ENSG00000160460,SL-0086,Cytoplasm,Cytoplasm
ENSG00000161940,SL-0191,Nucleus,Nucleus
ENSG00000162298,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000163354,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000163431,SL-0086,Cytoplasm,Cytoplasm
ENSG00000163626,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000164296,SL-0191,Nucleus,Nucleus
ENSG00000165410,SL-0181,Nucleus matrix,Nucleus
ENSG00000165410,SL-0086,Cytoplasm,Cytoplasm
ENSG00000165548,SL-0039,Cell membrane,Surface
ENSG00000166619,SL-0162,Membrane,Cytoplasm
ENSG00000166862,SL-0258,Synapse,Cytoplasm
ENSG00000166862,SL-0162,Membrane,Cytoplasm
ENSG00000167716,SL-0151,Late endosome membrane,Cytoplasm
ENSG00000167716,SL-0173,Mitochondrion,Cytoplasm
ENSG00000167716,SL-0086,Cytoplasm,Cytoplasm
ENSG00000167716,SL-0093,Early endosome membrane,Cytoplasm
ENSG00000167716,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000167716,SL-0157,Lysosome membrane,Cytoplasm
ENSG00000167962,SL-0086,Cytoplasm,Cytoplasm
ENSG00000167969,SL-0170,Mitochondrion matrix,Cytoplasm
ENSG00000168092,SL-0086,Cytoplasm,Cytoplasm
ENSG00000168310,SL-0191,Nucleus,Nucleus
ENSG00000171121,SL-0162,Membrane,Cytoplasm
ENSG00000172148,SL-0039,Cell membrane,Surface
ENSG00000172164,SL-0086,Cytoplasm,Cytoplasm
ENSG00000172164,SL-0039,Cell membrane,Surface
ENSG00000173575,SL-0191,Nucleus,Nucleus
ENSG00000174358,SL-0039,Cell membrane,Surface
ENSG00000175390,SL-0086,Cytoplasm,Cytoplasm
ENSG00000178175,SL-0191,Nucleus,Nucleus
ENSG00000178188,SL-0191,Nucleus,Nucleus
ENSG00000178188,SL-0086,Cytoplasm,Cytoplasm
ENSG00000182035,SL-0162,Membrane,Cytoplasm
ENSG00000183255,SL-0086,Cytoplasm,Cytoplasm
ENSG00000183255,SL-0162,Membrane,Cytoplasm
ENSG00000183323,SL-0086,Cytoplasm,Cytoplasm
ENSG00000184321,SL-0039,Cell membrane,Surface
ENSG00000184640,SL-0086,Cytoplasm,Cytoplasm
ENSG00000185920,SL-0039,Cell membrane,Surface
ENSG00000188056,SL-0243,Secreted,Secreted
ENSG00000188153,SL-0243,Secreted,Secreted
ENSG00000196517,SL-0039,Cell membrane,Surface
ENSG00000196715,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000197763,SL-0191,Nucleus,Nucleus
ENSG00000197763,SL-0166,Microsome,Cytoplasm
ENSG00000197763,SL-0086,Cytoplasm,Cytoplasm
ENSG00000197826,SL-0191,Nucleus,Nucleus
ENSG00000197826,SL-0086,Cytoplasm,Cytoplasm
ENSG00000197863,SL-0191,Nucleus,Nucleus
ENSG00000198730,SL-0186,Nucleus speckle,Nucleus
ENSG00000204296,SL-0162,Membrane,Cytoplasm
ENSG00000205129,SL-0086,Cytoplasm,Cytoplasm
ENSG00000205189,SL-0191,Nucleus,Nucleus
ENSG00000205220,SL-0191,Nucleus,Nucleus
ENSG00000205220,SL-0086,Cytoplasm,Cytoplasm
ENSG00000205683,SL-0191,Nucleus,Nucleus
ENSG00000211713,SL-0039,Cell membrane,Surface
ENSG00000211896,SL-0243,Secreted,Secreted
ENSG00000211896,SL-0039,Cell membrane,Surface
ENSG00000211959,SL-0243,Secreted,Secreted
ENSG00000211959,SL-0039,Cell membrane,Surface
ENSG00000213949,SL-0162,Membrane,Cytoplasm
ENSG00000214415,SL-0086,Cytoplasm,Cytoplasm
ENSG00000214717,SL-0191,Nucleus,Nucleus
ENSG00000221996,SL-0039,Cell membrane,Surface
ENSG00000223648,SL-0243,Secreted,Secreted
ENSG00000223648,SL-0039,Cell membrane,Surface
ENSG00000225968,SL-0280,Cell projection,Cytoplasm
ENSG00000225968,SL-0162,Membrane,Cytoplasm
ENSG00000241343,SL-0086,Cytoplasm,Cytoplasm
ENSG00000257008,SL-0039,Cell membrane,Surface
ENSG00000276240,SL-0039,Cell membrane,Surface
ENSG00000280165,SL-0039,Cell membrane,Surface
ENSG00000002933,SL-0162,Membrane,Cytoplasm
ENSG00000005893,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000005893,SL-0100,Endosome membrane,Surface
ENSG00000005893,SL-0039,Cell membrane,Surface
ENSG00000005893,SL-0157,Lysosome membrane,Cytoplasm
ENSG00000013293,SL-0157,Lysosome membrane,Cytoplasm
ENSG00000013588,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
ENSG00000013588,SL-0039,Cell membrane,Surface
ENSG00000050438,SL-0026,Basolateral cell membrane,Surface
ENSG00000050438,SL-0015,Apical cell membrane,Surface
ENSG00000050438,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000050438,SL-0039,Cell membrane,Surface
ENSG00000064300,SL-0280,Cell projection,Cytoplasm
ENSG00000064300,SL-0197,Perikaryon,Cytoplasm
ENSG00000064300,SL-0039,Cell membrane,Surface
ENSG00000069248,SL-0191,Nucleus,Nucleus
ENSG00000069248,SL-0468,Chromosome,Nucleus
ENSG00000073737,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000073737,SL-0165,Microsome membrane,Cytoplasm
ENSG00000075568,SL-0162,Membrane,Cytoplasm
ENSG00000077232,SL-0096,Endoplasmic reticulum lumen,Cytoplasm
ENSG00000080709,SL-0162,Membrane,Cytoplasm
ENSG00000085377,SL-0086,Cytoplasm,Cytoplasm
ENSG00000085433,SL-0086,Cytoplasm,Cytoplasm
ENSG00000088899,SL-0258,Synapse,Cytoplasm
ENSG00000088899,SL-0086,Cytoplasm,Cytoplasm
ENSG00000088899,SL-0280,Cell projection,Cytoplasm
ENSG00000088899,SL-0297,Postsynaptic density,Cytoplasm
ENSG00000092978,SL-0191,Nucleus,Nucleus
ENSG00000092978,SL-0186,Nucleus speckle,Nucleus
ENSG00000100813,SL-0191,Nucleus,Nucleus
ENSG00000100813,SL-0186,Nucleus speckle,Nucleus
ENSG00000101898,SL-0086,Cytoplasm,Cytoplasm
ENSG00000102384,SL-0191,Nucleus,Nucleus
ENSG00000102384,SL-0468,Chromosome,Nucleus
ENSG00000103042,SL-0157,Lysosome membrane,Cytoplasm
ENSG00000104499,SL-0039,Cell membrane,Surface
ENSG00000104635,SL-0093,Early endosome membrane,Cytoplasm
ENSG00000104635,SL-0026,Basolateral cell membrane,Surface
ENSG00000104635,SL-0039,Cell membrane,Surface
ENSG00000104635,SL-0151,Late endosome membrane,Cytoplasm
ENSG00000105568,SL-0280,Cell projection,Cytoplasm
ENSG00000105568,SL-0468,Chromosome,Nucleus
ENSG00000105568,SL-0086,Cytoplasm,Cytoplasm
ENSG00000105568,SL-0153,Lateral cell membrane,Surface
ENSG00000105568,SL-0191,Nucleus,Nucleus
ENSG00000106003,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000106003,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000106927,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000106927,SL-0039,Cell membrane,Surface
ENSG00000106927,SL-0182,Nucleus membrane,Nucleus
ENSG00000106927,SL-0086,Cytoplasm,Cytoplasm
ENSG00000106927,SL-0243,Secreted,Secreted
ENSG00000106927,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000108592,SL-0191,Nucleus,Nucleus
ENSG00000111912,SL-0191,Nucleus,Nucleus
ENSG00000112041,SL-0258,Synapse,Cytoplasm
ENSG00000112041,SL-0086,Cytoplasm,Cytoplasm
ENSG00000112041,SL-0039,Cell membrane,Surface
ENSG00000112773,SL-0086,Cytoplasm,Cytoplasm
ENSG00000114948,SL-0243,Secreted,Secreted
ENSG00000114948,SL-0039,Cell membrane,Surface
ENSG00000115317,SL-0171,Mitochondrion membrane,Cytoplasm
ENSG00000115317,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000115317,SL-0169,Mitochondrion intermembrane space,Cytoplasm
ENSG00000116062,SL-0191,Nucleus,Nucleus
ENSG00000116062,SL-0468,Chromosome,Nucleus
ENSG00000116133,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000116133,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000119778,SL-0191,Nucleus,Nucleus
ENSG00000119979,SL-0152,Late endosome,Cytoplasm
ENSG00000120658,SL-0243,Secreted,Secreted
ENSG00000120658,SL-0039,Cell membrane,Surface
ENSG00000122584,SL-0243,Secreted,Secreted
ENSG00000122870,SL-0086,Cytoplasm,Cytoplasm
ENSG00000123560,SL-0176,Myelin membrane,Unknown
ENSG00000123560,SL-0039,Cell membrane,Surface
ENSG00000124875,SL-0243,Secreted,Secreted
ENSG00000128322,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000129353,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000129353,SL-0039,Cell membrane,Surface
ENSG00000129873,SL-0191,Nucleus,Nucleus
ENSG00000133872,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000134042,SL-0191,Nucleus,Nucleus
ENSG00000134077,SL-0086,Cytoplasm,Cytoplasm
ENSG00000134809,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000136696,SL-0086,Cytoplasm,Cytoplasm
ENSG00000136696,SL-0243,Secreted,Secreted
ENSG00000137070,SL-0243,Secreted,Secreted
ENSG00000137070,SL-0162,Membrane,Cytoplasm
ENSG00000141552,SL-0191,Nucleus,Nucleus
ENSG00000141552,SL-0086,Cytoplasm,Cytoplasm
ENSG00000143537,SL-0147,Endomembrane system,Cytoplasm
ENSG00000143537,SL-0038,Cell junction,Cytoplasm
ENSG00000143537,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000143537,SL-0280,Cell projection,Cytoplasm
ENSG00000147003,SL-0039,Cell membrane,Surface
ENSG00000147655,SL-0243,Secreted,Secreted
ENSG00000151892,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000151892,SL-0101,Endosome,Cytoplasm
ENSG00000151892,SL-0039,Cell membrane,Surface
ENSG00000154316,SL-0173,Mitochondrion,Cytoplasm
ENSG00000158813,SL-0243,Secreted,Secreted
ENSG00000158813,SL-0039,Cell membrane,Surface
ENSG00000158901,SL-0243,Secreted,Secreted
ENSG00000159267,SL-0173,Mitochondrion,Cytoplasm
ENSG00000159267,SL-0086,Cytoplasm,Cytoplasm
ENSG00000160752,SL-0086,Cytoplasm,Cytoplasm
ENSG00000160781,SL-0039,Cell membrane,Surface
ENSG00000161249,SL-0243,Secreted,Secreted
ENSG00000161609,SL-0191,Nucleus,Nucleus
ENSG00000161609,SL-0468,Chromosome,Nucleus
ENSG00000161609,SL-0183,Nucleus outer membrane,Nucleus
ENSG00000162374,SL-0197,Perikaryon,Cytoplasm
ENSG00000162374,SL-0086,Cytoplasm,Cytoplasm
ENSG00000162374,SL-0280,Cell projection,Cytoplasm
ENSG00000162409,SL-0191,Nucleus,Nucleus
ENSG00000162409,SL-0086,Cytoplasm,Cytoplasm
ENSG00000162892,SL-0243,Secreted,Secreted
ENSG00000164056,SL-0086,Cytoplasm,Cytoplasm
ENSG00000164056,SL-0162,Membrane,Cytoplasm
ENSG00000164330,SL-0191,Nucleus,Nucleus
ENSG00000164900,SL-0191,Nucleus,Nucleus
ENSG00000165660,SL-0191,Nucleus,Nucleus
ENSG00000165660,SL-0086,Cytoplasm,Cytoplasm
ENSG00000165801,SL-0086,Cytoplasm,Cytoplasm
ENSG00000166377,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000167123,SL-0096,Endoplasmic reticulum lumen,Cytoplasm
ENSG00000167165,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000167165,SL-0166,Microsome,Cytoplasm
ENSG00000167910,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000167910,SL-0165,Microsome membrane,Cytoplasm
ENSG00000168348,SL-0086,Cytoplasm,Cytoplasm
ENSG00000169976,SL-0191,Nucleus,Nucleus
ENSG00000172197,SL-0162,Membrane,Cytoplasm
ENSG00000172350,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
ENSG00000172350,SL-0039,Cell membrane,Surface
ENSG00000172867,SL-0086,Cytoplasm,Cytoplasm
ENSG00000173588,SL-0086,Cytoplasm,Cytoplasm
ENSG00000174943,SL-0191,Nucleus,Nucleus
ENSG00000175348,SL-0093,Early endosome membrane,Cytoplasm
ENSG00000175348,SL-0157,Lysosome membrane,Cytoplasm
ENSG00000175764,SL-0086,Cytoplasm,Cytoplasm
ENSG00000177103,SL-0258,Synapse,Cytoplasm
ENSG00000177103,SL-0039,Cell membrane,Surface
ENSG00000177201,SL-0039,Cell membrane,Surface
ENSG00000179270,SL-0280,Cell projection,Cytoplasm
ENSG00000179270,SL-0457,Photoreceptor inner segment,Cytoplasm
ENSG00000184022,SL-0039,Cell membrane,Surface
ENSG00000184254,SL-0086,Cytoplasm,Cytoplasm
ENSG00000185345,SL-0280,Cell projection,Cytoplasm
ENSG00000185345,SL-0297,Postsynaptic density,Cytoplasm
ENSG00000185345,SL-0173,Mitochondrion,Cytoplasm
ENSG00000185345,SL-0086,Cytoplasm,Cytoplasm
ENSG00000185345,SL-0516,Presynapse,Cytoplasm
ENSG00000185345,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000185345,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000185345,SL-0191,Nucleus,Nucleus
ENSG00000187630,SL-0243,Secreted,Secreted
ENSG00000187950,SL-0243,Secreted,Secreted
ENSG00000197385,SL-0191,Nucleus,Nucleus
ENSG00000198019,SL-0039,Cell membrane,Surface
ENSG00000198920,SL-0086,Cytoplasm,Cytoplasm
ENSG00000204843,SL-0178,Nucleus envelope,Nucleus
ENSG00000204843,SL-0086,Cytoplasm,Cytoplasm
ENSG00000206047,SL-0243,Secreted,Secreted
ENSG00000213339,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000213339,SL-0086,Cytoplasm,Cytoplasm
ENSG00000229453,SL-0243,Secreted,Secreted
ENSG00000241468,SL-0173,Mitochondrion,Cytoplasm
ENSG00000241468,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000248920,SL-0191,Nucleus,Nucleus
ENSG00000248920,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000255408,SL-0039,Cell membrane,Surface
ENSG00000279408,SL-0162,Membrane,Cytoplasm
ENSG00000011295,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000017260,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000022277,SL-0468,Chromosome,Nucleus
ENSG00000049247,SL-0243,Secreted,Secreted
ENSG00000050030,SL-0191,Nucleus,Nucleus
ENSG00000050030,SL-0086,Cytoplasm,Cytoplasm
ENSG00000074410,SL-0039,Cell membrane,Surface
ENSG00000074410,SL-0162,Membrane,Cytoplasm
ENSG00000074803,SL-0015,Apical cell membrane,Surface
ENSG00000076513,SL-0152,Late endosome,Cytoplasm
ENSG00000076513,SL-0039,Cell membrane,Surface
ENSG00000090316,SL-0191,Nucleus,Nucleus
ENSG00000090316,SL-0181,Nucleus matrix,Nucleus
ENSG00000090316,SL-0086,Cytoplasm,Cytoplasm
ENSG00000090316,SL-0039,Cell membrane,Surface
ENSG00000091527,SL-0086,Cytoplasm,Cytoplasm
ENSG00000099804,SL-0191,Nucleus,Nucleus
ENSG00000099804,SL-0086,Cytoplasm,Cytoplasm
